"","loan_status","loan_amnt","int_rate","grade","emp_length","home_ownership","annual_inc","age","emp_cat","ir_cat"
"8702",1,15000,9.99,"B",4,"RENT",65000,25,"2-4","8-11"
"8703",0,8000,10.99,"B",3,"RENT",45000,31,"2-4","8-11"
"8704",0,24000,7.49,"A",9,"MORTGAGE",150000,24,"8+","0-8"
"8705",0,7000,10.99,"B",13,"MORTGAGE",90000,24,"8+","8-11"
"8706",0,10000,10.99,"B",1,"MORTGAGE",72000,27,"0-2","8-11"
"8707",0,11000,5.99,"A",7,"MORTGAGE",51300,25,"4-8","0-8"
"8708",0,6000,10.99,"B",3,"RENT",95000,24,"2-4","8-11"
"8709",0,16000,11.49,"B",3,"RENT",43000,25,"2-4","11-13.5"
"8710",0,6150,5.99,"A",5,"RENT",77385.19,24,"4-8","0-8"
"8711",0,23750,12.99,"C",20,"MORTGAGE",110000,26,"8+","11-13.5"
"8712",0,9000,14.79,"C",1,"MORTGAGE",65100,23,"0-2","13.5+"
"8713",0,14300,10.99,"B",3,"OWN",44390,23,"2-4","8-11"
"8714",0,10000,7.49,"A",2,"RENT",20000,22,"0-2","0-8"
"8715",0,4000,9.99,"B",3,"RENT",12360,37,"2-4","8-11"
"8716",0,5000,5.42,"A",2,"MORTGAGE",1e+05,31,"0-2","0-8"
"8717",0,17000,9.99,"B",8,"RENT",47000,23,"4-8","8-11"
"8718",0,13000,6.99,"A",6,"MORTGAGE",75000,26,"4-8","0-8"
"8719",0,3600,6.99,"A",7,"MORTGAGE",60000,46,"4-8","0-8"
"8720",0,15000,12.99,"C",12,"MORTGAGE",74628,31,"8+","11-13.5"
"8721",0,2000,11.99,"B",2,"RENT",40000,24,"0-2","11-13.5"
"8722",0,7800,10.59,"B",3,"MORTGAGE",26000,23,"2-4","8-11"
"8723",0,12000,10.99,"B",3,"MORTGAGE",65000,26,"2-4","8-11"
"8724",0,5000,13.99,"C",5,"MORTGAGE",48000,23,"4-8","13.5+"
"8725",0,11000,7.49,"A",3,"MORTGAGE",55000,27,"2-4","0-8"
"8726",0,4500,11.99,"B",2,"RENT",52000,39,"0-2","11-13.5"
"8727",0,14700,5.99,"A",16,"RENT",37000,27,"8+","0-8"
"8728",1,9000,11.49,"B",6,"MORTGAGE",141000,54,"4-8","11-13.5"
"8729",0,6000,16.49,"D",7,"RENT",55200,26,"4-8","13.5+"
"8730",0,14750,12.99,"C",6,"MORTGAGE",42000,22,"4-8","11-13.5"
"8731",0,4200,7.49,"A",8,"MORTGAGE",66000,31,"4-8","0-8"
"8732",0,11200,5.42,"A",15,"MORTGAGE",40000,28,"8+","0-8"
"8733",0,6000,6.99,"A",9,"RENT",65000,31,"8+","0-8"
"8734",0,4000,5.99,"A",1,"RENT",35000,29,"0-2","0-8"
"8735",0,35000,15.23,"C",4,"RENT",65500,23,"2-4","13.5+"
"8736",0,8000,13.49,"C",3,"MORTGAGE",130000,25,"2-4","11-13.5"
"8737",0,6000,7.49,"A",29,"MORTGAGE",150000,32,"8+","0-8"
"8738",0,8000,10.59,"B",0,"RENT",65000,22,"0-2","8-11"
"8739",0,5000,6.99,"A",9,"MORTGAGE",40000,29,"8+","0-8"
"8740",0,15600,5.99,"A",16,"MORTGAGE",86000,28,"8+","0-8"
"8741",0,18000,10.99,"B",7,"MORTGAGE",90722,28,"4-8","8-11"
"8742",0,35000,15.99,"D",0,"MORTGAGE",98000,39,"0-2","13.5+"
"8743",0,2000,16.49,"D",5,"RENT",32000,23,"4-8","13.5+"
"8744",0,6000,12.99,"C",19,"MORTGAGE",42000,22,"8+","11-13.5"
"8745",0,10000,5.99,"A",3,"RENT",36000,24,"2-4","0-8"
"8746",0,15000,6.99,"A",15,"MORTGAGE",90000,34,"8+","0-8"
"8747",0,14000,6.99,"A",12,"RENT",30000,22,"8+","0-8"
"8748",0,13500,5.99,"A",0,"RENT",185000,26,"0-2","0-8"
"8749",0,24000,9.99,"B",5,"RENT",180000,36,"4-8","8-11"
"8750",0,2500,21.36,"F",0,"RENT",28800,34,"0-2","13.5+"
"8751",0,5850,9.99,"B",6,"RENT",44000,48,"4-8","8-11"
"8752",0,18000,9.99,"B",16,"MORTGAGE",84000,24,"8+","8-11"
"8753",1,2800,NA,"C",NA,"OWN",17760,38,"Missing","Missing"
"8754",0,4000,5.42,"A",26,"RENT",24960,29,"8+","0-8"
"8755",0,5000,15.99,"D",25,"MORTGAGE",120000,24,"8+","13.5+"
"8756",0,8800,10.99,"B",6,"RENT",108000,24,"4-8","8-11"
"8757",0,12000,8.49,"A",3,"MORTGAGE",85920,20,"2-4","8-11"
"8758",0,12000,5.42,"A",18,"RENT",57000,30,"8+","0-8"
"8759",0,3500,12.99,"C",3,"MORTGAGE",75000,26,"2-4","11-13.5"
"8760",0,5400,15.23,"C",2,"RENT",18000,22,"0-2","13.5+"
"8761",0,20000,10.99,"B",8,"MORTGAGE",89000,22,"4-8","8-11"
"8762",0,24000,10.99,"B",5,"MORTGAGE",76000,22,"4-8","8-11"
"8763",0,2000,NA,"C",6,"RENT",67000,26,"4-8","Missing"
"8764",0,6500,12.99,"C",2,"MORTGAGE",68000,25,"0-2","11-13.5"
"8765",0,10975,6.99,"A",8,"MORTGAGE",125000,33,"4-8","0-8"
"8766",0,4000,7.49,"A",0,"MORTGAGE",67000,24,"0-2","0-8"
"8767",0,8000,5.99,"A",3,"MORTGAGE",65000,24,"2-4","0-8"
"8768",0,12000,16.49,"D",7,"MORTGAGE",54000,25,"4-8","13.5+"
"8769",0,3000,18.39,"E",19,"RENT",44000,27,"8+","13.5+"
"8770",0,3000,11.49,"B",NA,"MORTGAGE",45600,23,"Missing","11-13.5"
"8771",0,5500,11.49,"B",2,"RENT",35000,32,"0-2","11-13.5"
"8772",0,21000,11.99,"B",24,"MORTGAGE",215662,28,"8+","11-13.5"
"8773",0,2400,8.49,"A",1,"RENT",48000,23,"0-2","8-11"
"8774",0,2000,12.99,"C",7,"RENT",26000,25,"4-8","11-13.5"
"8775",0,8000,6.99,"A",5,"OWN",22000,28,"4-8","0-8"
"8776",0,3000,13.99,"C",15,"MORTGAGE",39000,25,"8+","13.5+"
"8777",0,8000,17.49,"D",7,"MORTGAGE",60500,24,"4-8","13.5+"
"8778",0,20000,11.99,"B",5,"RENT",65000,30,"4-8","11-13.5"
"8779",0,7000,10.99,"B",5,"RENT",18000,29,"4-8","8-11"
"8780",1,3000,11.99,"B",22,"MORTGAGE",66000,34,"8+","11-13.5"
"8781",0,7000,10.59,"B",13,"RENT",64000,28,"8+","8-11"
"8782",0,6400,14.79,"C",7,"MORTGAGE",63000,28,"4-8","13.5+"
"8783",0,7000,7.49,"A",11,"RENT",62000,25,"8+","0-8"
"8784",0,14400,22.11,"G",11,"MORTGAGE",140000,28,"8+","13.5+"
"8785",0,5000,6.99,"A",5,"MORTGAGE",42000,22,"4-8","0-8"
"8786",0,5000,11.99,"B",8,"MORTGAGE",80000,42,"4-8","11-13.5"
"8787",1,8000,13.49,"C",5,"MORTGAGE",52000,31,"4-8","11-13.5"
"8788",0,10000,5.99,"A",3,"MORTGAGE",1e+05,24,"2-4","0-8"
"8789",0,2100,8.49,"A",0,"OWN",21600,36,"0-2","8-11"
"8790",1,15000,9.99,"B",2,"RENT",1e+05,24,"0-2","8-11"
"8791",0,4000,5.99,"A",6,"MORTGAGE",95000,30,"4-8","0-8"
"8792",0,4200,9.99,"B",2,"RENT",31500,31,"0-2","8-11"
"8793",0,3600,11.99,"B",4,"RENT",48000,33,"2-4","11-13.5"
"8794",0,8000,13.49,"C",0,"RENT",86400,34,"0-2","11-13.5"
"8795",0,2400,15.99,"D",0,"RENT",36069,27,"0-2","13.5+"
"8796",0,4000,10.99,"B",2,"OWN",14400,22,"0-2","8-11"
"8797",0,8000,6.99,"A",6,"MORTGAGE",65000,22,"4-8","0-8"
"8798",0,6000,9.99,"B",20,"RENT",50000,29,"8+","8-11"
"8799",0,11300,9.99,"B",1,"RENT",42000,29,"0-2","8-11"
"8800",0,3600,13.99,"C",4,"RENT",69000,30,"2-4","13.5+"
"8801",0,35000,18.39,"E",20,"MORTGAGE",3e+05,37,"8+","13.5+"
"8802",0,6000,9.99,"B",5,"MORTGAGE",120000,23,"4-8","8-11"
"8803",0,5000,15.23,"C",3,"RENT",29000,29,"2-4","13.5+"
"8804",0,35000,13.49,"C",10,"MORTGAGE",381450,41,"8+","11-13.5"
"8805",1,4500,10.59,"B",1,"MORTGAGE",42000,26,"0-2","8-11"
"8806",0,5200,8.49,"A",0,"MORTGAGE",61250,39,"0-2","8-11"
"8807",0,7000,15.99,"D",34,"OWN",50400,23,"8+","13.5+"
"8808",0,25000,10.99,"B",17,"RENT",90000,25,"8+","8-11"
"8809",0,16800,10.99,"B",7,"MORTGAGE",80000,30,"4-8","8-11"
"8810",0,2200,15.23,"C",3,"RENT",24000,23,"2-4","13.5+"
"8811",0,2800,11.49,"B",12,"OWN",27560,22,"8+","11-13.5"
"8812",0,1525,15.23,"C",2,"RENT",26989.22,26,"0-2","13.5+"
"8813",0,10000,10.59,"B",2,"MORTGAGE",63000,21,"0-2","8-11"
"8814",0,2400,8.49,"A",2,"MORTGAGE",67900,26,"0-2","8-11"
"8815",0,7500,10.99,"B",2,"RENT",35000,25,"0-2","8-11"
"8816",0,5700,12.99,"C",1,"RENT",35000,22,"0-2","11-13.5"
"8817",0,3000,15.62,"D",0,"RENT",25000,27,"0-2","13.5+"
"8818",0,4800,5.99,"A",NA,"RENT",89000,26,"Missing","0-8"
"8819",0,2200,7.49,"A",1,"RENT",35360,21,"0-2","0-8"
"8820",0,6000,11.99,"B",11,"RENT",55560,31,"8+","11-13.5"
"8821",1,35000,13.49,"C",11,"MORTGAGE",120000,31,"8+","11-13.5"
"8822",0,2500,10.99,"B",12,"MORTGAGE",50400,23,"8+","8-11"
"8823",0,8000,7.49,"A",5,"MORTGAGE",54000,24,"4-8","0-8"
"8824",0,18000,8.49,"A",13,"RENT",86000,26,"8+","8-11"
"8825",1,7000,11.49,"B",19,"MORTGAGE",69600,25,"8+","11-13.5"
"8826",0,3000,11.49,"B",18,"MORTGAGE",1e+05,22,"8+","11-13.5"
"8827",0,6400,10.59,"B",2,"RENT",36000,30,"0-2","8-11"
"8828",0,5000,7.49,"A",6,"MORTGAGE",144000,27,"4-8","0-8"
"8829",0,9000,10.59,"B",12,"MORTGAGE",40000,32,"8+","8-11"
"8830",0,10400,11.49,"B",22,"OWN",38000,31,"8+","11-13.5"
"8831",0,27500,11.99,"B",2,"OWN",85000,24,"0-2","11-13.5"
"8832",0,1800,12.99,"C",5,"RENT",145000,33,"4-8","11-13.5"
"8833",0,10000,7.49,"A",6,"RENT",50000,25,"4-8","0-8"
"8834",0,1000,10.59,"B",NA,"MORTGAGE",36000,31,"Missing","8-11"
"8835",0,5000,NA,"C",2,"RENT",45000,25,"0-2","Missing"
"8836",0,6000,11.49,"B",19,"MORTGAGE",70000,22,"8+","11-13.5"
"8837",0,3600,6.99,"A",2,"OWN",40000,28,"0-2","0-8"
"8838",0,18000,6.99,"A",10,"MORTGAGE",110000,33,"8+","0-8"
"8839",0,16000,NA,"B",1,"RENT",105000,27,"0-2","Missing"
"8840",0,11500,NA,"A",6,"OWN",56000,31,"4-8","Missing"
"8841",0,6125,7.49,"A",2,"RENT",70000,29,"0-2","0-8"
"8842",0,7500,9.99,"B",17,"RENT",60000,22,"8+","8-11"
"8843",0,4000,10.59,"B",11,"RENT",49000,27,"8+","8-11"
"8844",0,3800,5.99,"A",2,"MORTGAGE",21600,21,"0-2","0-8"
"8845",0,4000,17.99,"E",0,"RENT",36000,36,"0-2","13.5+"
"8846",0,7500,7.49,"A",5,"RENT",31000,31,"4-8","0-8"
"8847",0,8000,11.99,"B",9,"MORTGAGE",75000,29,"8+","11-13.5"
"8848",0,12000,6.99,"A",6,"RENT",70000,26,"4-8","0-8"
"8849",0,6400,10.99,"B",4,"RENT",20000,21,"2-4","8-11"
"8850",0,13625,NA,"B",4,"RENT",64900,26,"2-4","Missing"
"8851",0,15000,12.99,"C",5,"MORTGAGE",370000,25,"4-8","11-13.5"
"8852",0,10000,13.99,"C",10,"MORTGAGE",85000,22,"8+","13.5+"
"8853",0,14400,9.99,"B",7,"MORTGAGE",65000,26,"4-8","8-11"
"8854",1,9950,12.99,"C",7,"RENT",30784,33,"4-8","11-13.5"
"8855",0,18000,10.99,"B",3,"MORTGAGE",103992,28,"2-4","8-11"
"8856",0,5000,6.99,"A",6,"MORTGAGE",45000,26,"4-8","0-8"
"8857",0,8000,9.99,"B",9,"RENT",50000,24,"8+","8-11"
"8858",0,10000,7.49,"A",4,"RENT",60000,24,"2-4","0-8"
"8859",0,10000,9.99,"B",0,"RENT",85248,27,"0-2","8-11"
"8860",0,5000,5.99,"A",12,"MORTGAGE",60000,22,"8+","0-8"
"8861",0,20000,NA,"B",1,"RENT",350000,28,"0-2","Missing"
"8862",0,3200,8.49,"A",1,"RENT",55000,26,"0-2","8-11"
"8863",0,1900,NA,"C",7,"RENT",19392,26,"4-8","Missing"
"8864",0,20000,11.99,"B",0,"MORTGAGE",57000,23,"0-2","11-13.5"
"8865",0,12000,10.99,"B",4,"RENT",120000,35,"2-4","8-11"
"8866",0,7000,10.99,"B",15,"RENT",45000,25,"8+","8-11"
"8867",0,2000,10.59,"B",2,"RENT",19200,23,"0-2","8-11"
"8868",0,7000,11.99,"B",0,"MORTGAGE",75000,24,"0-2","11-13.5"
"8869",0,5600,15.99,"D",8,"RENT",75000,30,"4-8","13.5+"
"8870",0,12000,7.49,"A",15,"OWN",51000,27,"8+","0-8"
"8871",0,12375,11.49,"B",17,"MORTGAGE",56000,25,"8+","11-13.5"
"8872",0,6000,10.99,"B",8,"RENT",98000,26,"4-8","8-11"
"8873",0,5000,NA,"B",5,"RENT",71000,22,"4-8","Missing"
"8874",0,11200,NA,"B",2,"RENT",87500,29,"0-2","Missing"
"8875",0,4800,NA,"B",8,"RENT",50000,34,"4-8","Missing"
"8876",0,3600,7.49,"A",9,"RENT",32000,24,"8+","0-8"
"8877",0,3050,6.99,"A",2,"RENT",36000,32,"0-2","0-8"
"8878",0,7000,7.49,"A",2,"RENT",99100,26,"0-2","0-8"
"8879",0,8000,11.99,"B",18,"MORTGAGE",82000,31,"8+","11-13.5"
"8880",0,5000,9.99,"B",4,"RENT",47000,23,"2-4","8-11"
"8881",0,7000,7.49,"A",5,"MORTGAGE",74400,50,"4-8","0-8"
"8882",0,5000,10.59,"B",1,"MORTGAGE",51600,23,"0-2","8-11"
"8883",0,4100,13.49,"C",0,"RENT",20000,23,"0-2","11-13.5"
"8884",0,9600,11.99,"B",2,"MORTGAGE",24000,28,"0-2","11-13.5"
"8885",0,10000,11.99,"B",4,"MORTGAGE",41004,41,"2-4","11-13.5"
"8886",0,15000,7.49,"A",5,"MORTGAGE",70000,27,"4-8","0-8"
"8887",0,4800,7.49,"A",8,"RENT",24000,22,"4-8","0-8"
"8888",0,6000,10.99,"B",24,"MORTGAGE",141000,43,"8+","8-11"
"8889",0,17950,NA,"A",2,"RENT",130000,26,"0-2","Missing"
"8890",0,12000,10.99,"B",2,"RENT",39600,25,"0-2","8-11"
"8891",0,7000,6.99,"A",1,"RENT",150000,52,"0-2","0-8"
"8892",0,3500,6.99,"A",7,"RENT",35000,24,"4-8","0-8"
"8893",0,6700,10.99,"B",3,"RENT",25700,33,"2-4","8-11"
"8894",0,8000,11.99,"B",3,"RENT",130000,23,"2-4","11-13.5"
"8895",0,14400,11.99,"B",NA,"RENT",84000,32,"Missing","11-13.5"
"8896",0,3000,10.59,"B",3,"RENT",18000,22,"2-4","8-11"
"8897",1,2000,18.39,"E",21,"MORTGAGE",72000,39,"8+","13.5+"
"8898",0,1800,11.99,"B",5,"RENT",33195.2,23,"4-8","11-13.5"
"8899",0,12000,11.49,"B",4,"RENT",120000,34,"2-4","11-13.5"
"8900",0,12000,14.79,"C",0,"RENT",24000,22,"0-2","13.5+"
"8901",0,6000,16.49,"D",NA,"RENT",25200,32,"Missing","13.5+"
"8902",0,2000,12.99,"C",2,"MORTGAGE",124000,36,"0-2","11-13.5"
"8903",1,10000,6.99,"A",1,"MORTGAGE",57000,27,"0-2","0-8"
"8904",0,3000,7.49,"A",23,"RENT",45000,24,"8+","0-8"
"8905",0,3000,5.42,"A",1,"RENT",68000,30,"0-2","0-8"
"8906",0,8500,5.42,"A",4,"RENT",44000,22,"2-4","0-8"
"8907",0,10000,8.49,"A",6,"RENT",80000,22,"4-8","8-11"
"8908",0,8000,15.99,"D",8,"MORTGAGE",88000,30,"4-8","13.5+"
"8909",0,10000,5.99,"A",0,"RENT",33000,37,"0-2","0-8"
"8910",1,7500,10.59,"B",12,"RENT",36000,26,"8+","8-11"
"8911",0,6000,7.49,"A",0,"MORTGAGE",28800,23,"0-2","0-8"
"8912",0,6000,9.99,"B",14,"MORTGAGE",105000,24,"8+","8-11"
"8913",0,9600,6.99,"A",8,"MORTGAGE",50000,24,"4-8","0-8"
"8914",0,10300,10.59,"B",3,"RENT",45000,21,"2-4","8-11"
"8915",0,3000,5.42,"A",4,"MORTGAGE",66000,29,"2-4","0-8"
"8916",0,5975,12.99,"C",5,"MORTGAGE",26400,25,"4-8","11-13.5"
"8917",0,6700,15.23,"C",5,"RENT",85000,23,"4-8","13.5+"
"8918",0,10000,13.49,"C",5,"RENT",67000,44,"4-8","11-13.5"
"8919",0,7500,15.23,"C",3,"MORTGAGE",90000,34,"2-4","13.5+"
"8920",0,10000,14.79,"C",1,"MORTGAGE",1e+05,29,"0-2","13.5+"
"8921",0,8000,11.99,"B",3,"RENT",41200,29,"2-4","11-13.5"
"8922",0,5500,NA,"B",0,"MORTGAGE",50000.04,24,"0-2","Missing"
"8923",1,12000,5.42,"A",2,"RENT",36000,28,"0-2","0-8"
"8924",0,9000,7.49,"A",5,"MORTGAGE",96000,33,"4-8","0-8"
"8925",0,6000,6.99,"A",5,"RENT",46000,30,"4-8","0-8"
"8926",0,7500,NA,"A",1,"MORTGAGE",60000,51,"0-2","Missing"
"8927",0,15000,10.99,"B",5,"RENT",42000,29,"4-8","8-11"
"8928",1,6000,9.99,"B",2,"RENT",43000,35,"0-2","8-11"
"8929",0,5000,16.49,"D",3,"OWN",60000,31,"2-4","13.5+"
"8930",0,9600,NA,"B",0,"MORTGAGE",78000,29,"0-2","Missing"
"8931",0,6000,5.99,"A",7,"MORTGAGE",25800,30,"4-8","0-8"
"8932",0,2500,12.99,"C",5,"MORTGAGE",75000,31,"4-8","11-13.5"
"8933",0,10000,NA,"C",4,"RENT",140000,47,"2-4","Missing"
"8934",0,10000,NA,"A",2,"MORTGAGE",60000,22,"0-2","Missing"
"8935",0,4500,5.42,"A",8,"MORTGAGE",48000,29,"4-8","0-8"
"8936",0,15000,13.49,"C",0,"RENT",80000,28,"0-2","11-13.5"
"8937",0,4000,6.99,"A",5,"MORTGAGE",60000,30,"4-8","0-8"
"8938",0,6000,6.99,"A",6,"RENT",55000,22,"4-8","0-8"
"8939",0,3250,7.49,"A",4,"RENT",125000,43,"2-4","0-8"
"8940",0,10000,5.99,"A",23,"RENT",59600,24,"8+","0-8"
"8941",0,8000,9.99,"B",2,"MORTGAGE",38000,22,"0-2","8-11"
"8942",0,3500,11.49,"B",6,"RENT",53000,28,"4-8","11-13.5"
"8943",0,1000,10.99,"B",3,"RENT",26400,33,"2-4","8-11"
"8944",0,8550,11.99,"B",3,"RENT",42000,22,"2-4","11-13.5"
"8945",0,3600,6.99,"A",8,"MORTGAGE",44000,32,"4-8","0-8"
"8946",1,5000,12.99,"C",NA,"RENT",30000,23,"Missing","11-13.5"
"8947",0,2200,16.49,"D",2,"RENT",16200,21,"0-2","13.5+"
"8948",0,15000,10.99,"B",2,"RENT",35000,34,"0-2","8-11"
"8949",1,2800,8.49,"A",NA,"MORTGAGE",15204,23,"Missing","8-11"
"8950",0,8000,7.49,"A",18,"RENT",70000,29,"8+","0-8"
"8951",0,13800,8.49,"A",2,"RENT",79000,24,"0-2","8-11"
"8952",0,10000,10.99,"B",12,"RENT",50000,22,"8+","8-11"
"8953",0,7000,6.99,"A",22,"MORTGAGE",30000,32,"8+","0-8"
"8954",0,6400,15.62,"D",0,"RENT",38000,34,"0-2","13.5+"
"8955",0,4800,NA,"C",5,"RENT",105000,24,"4-8","Missing"
"8956",0,20000,7.49,"A",3,"RENT",80000,27,"2-4","0-8"
"8957",1,6000,7.49,"A",6,"RENT",48000,22,"4-8","0-8"
"8958",0,3400,NA,"B",7,"MORTGAGE",60000,27,"4-8","Missing"
"8959",0,3600,11.99,"B",NA,"RENT",24000,21,"Missing","11-13.5"
"8960",0,7950,10.99,"B",13,"RENT",50700,21,"8+","8-11"
"8961",0,3500,12.99,"C",1,"MORTGAGE",60000,40,"0-2","11-13.5"
"8962",0,11650,11.99,"B",15,"RENT",40000,23,"8+","11-13.5"
"8963",1,3625,10.59,"B",2,"RENT",58000,23,"0-2","8-11"
"8964",0,1825,15.62,"D",2,"RENT",14400,21,"0-2","13.5+"
"8965",0,4000,7.49,"A",2,"RENT",23400,27,"0-2","0-8"
"8966",0,6000,14.79,"C",1,"RENT",50000,25,"0-2","13.5+"
"8967",0,10875,7.49,"A",7,"OWN",51500,50,"4-8","0-8"
"8968",0,6000,15.99,"D",2,"RENT",30000,24,"0-2","13.5+"
"8969",0,3600,15.23,"C",2,"RENT",68480,37,"0-2","13.5+"
"8970",0,6000,5.42,"A",11,"MORTGAGE",114000,40,"8+","0-8"
"8971",0,4000,12.99,"C",4,"RENT",38400,22,"2-4","11-13.5"
"8972",1,6000,10.59,"B",0,"RENT",19200,24,"0-2","8-11"
"8973",0,6500,8.49,"A",0,"RENT",30000,33,"0-2","8-11"
"8974",0,7000,7.49,"A",7,"RENT",52249.92,31,"4-8","0-8"
"8975",0,2650,NA,"A",4,"OWN",17795,27,"2-4","Missing"
"8976",0,1000,9.99,"B",4,"RENT",48000,33,"2-4","8-11"
"8977",0,1000,7.49,"A",3,"RENT",21000,28,"2-4","0-8"
"8978",0,4000,10.59,"B",0,"RENT",45200,30,"0-2","8-11"
"8979",0,5000,5.99,"A",5,"MORTGAGE",35256,36,"4-8","0-8"
"8980",0,3000,NA,"B",9,"MORTGAGE",54000,32,"8+","Missing"
"8981",0,35000,16.49,"D",3,"MORTGAGE",177632,44,"2-4","13.5+"
"8982",0,12000,11.49,"B",4,"RENT",75000,22,"2-4","11-13.5"
"8983",0,20000,13.49,"C",6,"MORTGAGE",93000,30,"4-8","11-13.5"
"8984",0,4800,10.99,"B",3,"RENT",160800,29,"2-4","8-11"
"8985",0,7200,12.99,"C",4,"RENT",62000,28,"2-4","11-13.5"
"8986",1,4800,8.9,"A",6,"MORTGAGE",24600,32,"4-8","8-11"
"8987",0,21000,11.63,"B",0,"RENT",92000,37,"0-2","11-13.5"
"8988",0,11200,7.91,"A",3,"MORTGAGE",102000,25,"2-4","0-8"
"8989",0,5975,7.42,"A",8,"MORTGAGE",36000,22,"4-8","0-8"
"8990",0,5600,11.14,"B",7,"RENT",48000,24,"4-8","11-13.5"
"8991",0,4800,12.12,"B",5,"RENT",60000,46,"4-8","11-13.5"
"8992",0,10000,16.11,"C",4,"RENT",42000,30,"2-4","13.5+"
"8993",0,1800,17.54,"D",3,"RENT",15000,33,"2-4","13.5+"
"8994",0,12000,5.42,"A",7,"RENT",91392,23,"4-8","0-8"
"8995",0,5400,8.9,"A",4,"MORTGAGE",65000,23,"2-4","8-11"
"8996",1,2500,13.84,"C",NA,"RENT",19464,24,"Missing","13.5+"
"8997",0,5000,8.9,"A",4,"RENT",44000,26,"2-4","8-11"
"8998",0,6000,19.39,"E",0,"RENT",36000,22,"0-2","13.5+"
"8999",0,6000,6.62,"A",18,"MORTGAGE",60000,22,"8+","0-8"
"9000",0,12000,5.42,"A",2,"MORTGAGE",159996,23,"0-2","0-8"
"9001",0,14000,7.91,"A",2,"MORTGAGE",320000,33,"0-2","0-8"
"9002",0,5000,12.62,"B",4,"OWN",50000,22,"2-4","11-13.5"
"9003",0,4000,5.42,"A",10,"MORTGAGE",48000,26,"8+","0-8"
"9004",0,10625,11.14,"B",4,"RENT",117000,40,"2-4","11-13.5"
"9005",0,11750,8.9,"A",9,"MORTGAGE",49000,30,"8+","8-11"
"9006",0,5000,7.91,"A",0,"RENT",25200,32,"0-2","0-8"
"9007",0,35000,16.11,"C",1,"RENT",1e+05,27,"0-2","13.5+"
"9008",0,4000,7.42,"A",4,"OWN",70000,25,"2-4","0-8"
"9009",1,2800,8.9,"A",11,"RENT",54000,21,"8+","8-11"
"9010",0,3000,6.62,"A",2,"RENT",24000,33,"0-2","0-8"
"9011",0,5000,7.91,"A",7,"RENT",56000,26,"4-8","0-8"
"9012",0,5600,NA,"A",6,"RENT",38000,24,"4-8","Missing"
"9013",0,5000,NA,"D",0,"RENT",15000,22,"0-2","Missing"
"9014",0,10000,5.42,"A",6,"MORTGAGE",60000,23,"4-8","0-8"
"9015",0,3000,NA,"C",4,"RENT",75000,24,"2-4","Missing"
"9016",0,6400,9.67,"B",2,"RENT",46000,26,"0-2","8-11"
"9017",0,5000,9.67,"B",11,"MORTGAGE",99600,22,"8+","8-11"
"9018",0,12000,NA,"A",0,"RENT",42000,37,"0-2","Missing"
"9019",0,6400,20.2,"E",6,"RENT",50000,23,"4-8","13.5+"
"9020",0,12000,5.42,"A",16,"MORTGAGE",56700,23,"8+","0-8"
"9021",0,6500,5.42,"A",NA,"OWN",36000,24,"Missing","0-8"
"9022",0,10000,5.42,"A",0,"MORTGAGE",93000,32,"0-2","0-8"
"9023",1,12000,NA,"A",5,"MORTGAGE",39996,28,"4-8","Missing"
"9024",0,3200,6.62,"A",15,"MORTGAGE",55530,21,"8+","0-8"
"9025",1,10000,NA,"B",1,"RENT",35000,36,"0-2","Missing"
"9026",0,19600,17.19,"D",0,"RENT",110000,32,"0-2","13.5+"
"9027",0,12000,13.84,"C",1,"RENT",60000,30,"0-2","13.5+"
"9028",0,5250,12.87,"C",2,"MORTGAGE",56000,24,"0-2","11-13.5"
"9029",0,4000,9.67,"B",2,"RENT",58000,27,"0-2","8-11"
"9030",0,3000,6.62,"A",2,"MORTGAGE",88668,25,"0-2","0-8"
"9031",0,4400,15.62,"D",NA,"RENT",59976,37,"Missing","13.5+"
"9032",0,16000,6.62,"A",4,"MORTGAGE",97000,23,"2-4","0-8"
"9033",0,5500,12.87,"C",19,"MORTGAGE",75000,41,"8+","11-13.5"
"9034",1,11200,7.42,"A",4,"MORTGAGE",50400,23,"2-4","0-8"
"9035",0,5200,7.91,"A",10,"MORTGAGE",63599,36,"8+","0-8"
"9036",0,15000,12.12,"B",11,"MORTGAGE",56700,28,"8+","11-13.5"
"9037",0,9800,8.9,"A",2,"RENT",107000,26,"0-2","8-11"
"9038",0,3600,8.9,"A",3,"RENT",18700,22,"2-4","8-11"
"9039",0,14000,7.91,"A",5,"RENT",45000,31,"4-8","0-8"
"9040",0,13500,5.42,"A",18,"OWN",129600,23,"8+","0-8"
"9041",0,3000,15.62,"C",5,"RENT",60000,26,"4-8","13.5+"
"9042",0,6000,12.87,"C",11,"MORTGAGE",43200,26,"8+","11-13.5"
"9043",0,8000,5.42,"A",1,"RENT",55000,23,"0-2","0-8"
"9044",0,7000,5.42,"A",5,"MORTGAGE",155000,31,"4-8","0-8"
"9045",0,7200,11.14,"B",0,"RENT",60000,26,"0-2","11-13.5"
"9046",0,10000,18.07,"D",6,"OWN",98000,23,"4-8","13.5+"
"9047",0,20000,NA,"B",1,"RENT",75000,27,"0-2","Missing"
"9048",0,12000,NA,"B",3,"RENT",67000,28,"2-4","Missing"
"9049",0,4500,7.42,"A",6,"RENT",82560,25,"4-8","0-8"
